extension_id,name,source,insert_date_fmt
cedgndijpacnfbdggppddacngjfdkaca,WayinVideo - AI YouTube Summarizer &amp; Transcript Generator &amp; Moments,https://blog.pulsedive.com/compromised-browser-extensions-a-growing-threat-vector/,
mnhffkhmpnefgklngfmlndmkimimbphc,Castorus,https://blog.pulsedive.com/compromised-browser-extensions-a-growing-threat-vector/,
acmfnomgphggonodopogfbmkneepfgnh,Bookmark Favicon Changer,https://blog.pulsedive.com/compromised-browser-extensions-a-growing-threat-vector/,
dpggmcodlahmljkhlmpgpdcffdaoccni,"Internxt VPN - Free, Encrypted &amp; Unlimited VPN",https://blog.pulsedive.com/compromised-browser-extensions-a-growing-threat-vector/,
oaikpkmjciadfpddlpjjdapglcihgdle,Uvoice,https://blog.pulsedive.com/compromised-browser-extensions-a-growing-threat-vector/,
kkodiihpgodmdankclfibbiphjkfdenh,,https://blog.pulsedive.com/compromised-browser-extensions-a-growing-threat-vector/,
inhcgfpbfdjbjogdfjbclgolkmhnooop,"AI Sidebar with Deepseek, ChatGPT, Claude and more.",https://socradar.io/blog/chrome-extensions-steal-chatgpt-deepseek-chats/,
fnmihdojmnkclgjpcoonokmkhjpjechg,"Smart Sidebar: Chat GPT, Claude &amp; DeepSeek",https://socradar.io/blog/chrome-extensions-steal-chatgpt-deepseek-chats/,
oliiideaalkijolilhhaibhbjfhbdcnm,Link shortener,,
bhahpmoebdipfoaadcclkcnieeokebnf,Bitcoin price live,,
mllkmmdaapekjehapekhjjiednchgmag,Web Metrics – Website Traffic & SEO Checker,,
dcnjgfafcnopabhpgoekkgckgkkddpjg,Youtube Vision,,
kkgmdjjpobmenpkhcclceelekpbnnana,Web Watch,,
elipckbifniceedgalakgnmgeimfdcdi,Headline Generator,,
pndmbpnfolikhfnfnkmjkkpcgkmaibec,AI Ad Generator,,
mldeggofnfaiinachdeidpecmflffoam,AI Writer,,
nabbdpjneieneepdfnmkdhooellilgho,Website monitoring,,
ffmfnniephcagojkpjddjiogjeoijjgl,VPN Free - Soul VPN Unlimited VPN Proxy,,
dhhmopcmpiadcgchhhldcpoeppcofdic,Free VPN – Orchid | Unlimited VPN,,
nejfdccopmpimplhmmdfjobodgeaoihd,Free VPN – Raccoon | Unlimited VPN,,
ohhhngpnknpdhmdmpmoccgjmmkkleipn,Meta Spy - Free Ad Spy tool for Facebook,,
odhmhkkhpibfjijmpgcdjondompgocog,Similar Net - Website Traffic &amp; SEO Checker,,
eoalbaojjblgndkffciljmiddhgjdldh,madgicx-plus-the-superapp,https://www.cybereason.com/blog/chrome-extension-campaign-madgicx,
gdfjahfbaillhkeigeinoomhjnfajbon,Ad Vision – Free Ad Spy tool for Facebook,,
pbpobpjppnecgcinajfpaninmjkdbidm,Web Analytics – Website Traffic & SEO Checker,,
ckcfkaikieiicfdeomgehmnjglnofhde,Crypto Whale Alert - Blockchain Transaction Data,,
eheagnmidghfknkcaehacggccfiidhik,Email checker – verify email address in 1-click,,
hhlcpmdhlcoghhfgiiopcjbkfmdliknc,CSS validator,,
albakpncdngcejcjdahomfbkakbmafgb,Hourly to salary calculator​,,
acchdggcflgidjdcnhnnkfengdcmldae,CMS Checker,,
aofddmgnidinflambjlfkpboeamdldbd,HTML validator,,
oeefjlikahigmlnplgijgeeecbpemhip,Convert PDF to JPG,,
ihdnbohcfnegemgomjcpckmpnkdgopon,AI Sentence Rewriter,,
jmpcodajbcpgkebjipbmjdoboehfiddd,DeepSeek AI Chat,,
iclckldkfemlnecocpphinnplnmijkol,SQLite browser,,
pobknfocgoijjmokmhimkfhemcnigdji,EventSphere,,
kjhjnbdjonamibpaalanflmidplhiehe,Twin Web,,
ahgccenjociolkbpgbfibmfclcfnlaei,CreativeHunter – Free tool for Facebook,,
gmigkpkjegnpmjpmnmgnkhmoinpgdnfc,Calendly Docket | Free Meeting Scheduling Software,,
cknmibbkfbephciofemdjndbgebggnkc,Calendly Daily | Free Meeting Scheduling Software,,
mipophmjfhpecleajkijfifmffcjdiac,Crypto Whales Vision | Alert of Major Crypto Transactions,,
acmiibcdcmaghndcahglamnhnlmcmlng,AML Sector | Free Crypto AML Checker,,
dohmiglipinohflhapdagfgbldhmoojl,DeBank – Digital Assets,,
abbngaojehjekanfdipifimgmppiojpl,Clothing Brand Name Generator,,
fcfmhlijjmckglejcgdclfneafoehafm,Site Stats,,
aeibljandkelbcaaemkdnbaacppjdmom,Manus AI | Free AI Assistant,,
ccollcihnnpcbjcgcjfmabegkpbehnip,FortiVPN,,
caibdnkmpnjhjdfnomfhijhmebigcelo,Unlock Discord,,
kpilmncnoafddjpnbhepaiilgkdcieaf,SearchGPT — ChatGPT for Search Engine,,
gflkbgebojohihfnnplhbdakoipdbpdm,Youtube Unblocked,,
hkjagicdaogfgdifaklcgajmgefjllmd,Flash Player — games emulator,,
lodeighbngipjjedfelnboplhgediclp,Header Value,,
ojdkklpgpacpicaobnhankbalkkgaafp,Web Sound Equalizer,,
mmcnmppeeghenglmidpmjkaiamcacmgm,Volume Booster — Increase your sound,,
jjdajogomggcjifnjgkpghcijgkbcjdi,Unlock TikTok,,
ihbiedpeaicgipncdnnkikeehnjiddck,Weather,,
eokjikchkppnkdipbiggnmlkahcdkikp,"Color Picker, Eyedropper — Geco colorpick",,
pdbfcnhlobhoahcamoefbfodpmklgmjm,Unlock YouTube VPN,,
cbajickflblmpjodnjoldpiicfmecmif,Unblock TikTok — Seamless Access with One-Click Proxy,,
mgbhdehiapbjamfgekfpebmhmnmcmemg,Volume Max — Ultimate Sound Booster,,
eckokfcjbjbgjifpcbdmengnabecdakp,Dark Theme — Dark Reader for Chrome,,
mlgbkfnjdmaoldgagamcnommbbnhfnhf,Unlock Discord — VPN Proxy to Unblock Discord Anywhere,,
gaiceihehajjahakcglkhmdbbdclbnlf,Video Speed Controller — Video manager,,
dpdibkjjgbaadnnjhkmmnenkmbnhpobj,Free Weather Forecast,,
kgmeffmlnkfnjpgmdndccklfigfhajen,Emoji keyboard online — copy&past your emoji.,,
